chr_name,chr_start,chr_end,annot_name
chr11,3089050,3090820,Pik3ip1
chr11,3231000,3233210,Pik3ip1
chr11,3063690,3064550,Pik3ip1
chr11,3079510,3080460,Pik3ip1
chr11,3026060,3027480,Limk2
chr11,3027640,3028930,Limk2
chr11,3029160,3029380,Limk2
chr11,3029520,3029760,Limk2
chr11,3029910,3030150,Limk2
chr11,3032130,3032210,Limk2
chr11,3032330,3032880,Limk2
chr11,3032960,3033070,Limk2
chr11,3033210,3034320,Limk2
chr11,3034500,3034620,Limk2
chr11,3034730,3035280,Limk2
chr11,3035540,3035650,Limk2
chr11,3035830,3035940,Limk2
chr11,3036020,3036620,Limk2
chr11,3036700,3036940,Limk2
chr11,3040230,3042310,Limk2
chr11,3042410,3043260,Limk2
chr11,3043330,3043690,Limk2
chr11,3043790,3044210,Limk2
chr11,3044290,3044790,Limk2
chr11,3044970,3045240,Limk2
chr11,3045320,3046160,Limk2
chr11,3046290,3047160,Limk2
chr11,3049350,3051800,Limk2
chr11,3051870,3053430,Limk2
chr11,3053500,3055400,Limk2
chr11,3055490,3056770,Limk2
chr11,3056860,3057860,Limk2
chr11,3057930,3059980,Limk2
chr11,3060140,3062120,Limk2
chr11,3064710,3065570,Limk2
chr11,3065680,3068180,Limk2
chr11,3068380,3070000,Limk2
chr11,3070700,3073130,Limk2
chr11,3073210,3074590,Limk2
chr11,3075010,3077420,Limk2
chr11,3077520,3079390,Limk2
chr11,3084200,3086060,Limk2
chr11,3086130,3087240,Limk2
chr11,3087410,3088940,Limk2
chr11,3089050,3090820,Limk2
chr11,3090870,3093360,Limk2
chr11,3231000,3233210,Limk2
chr11,3063690,3064550,Limk2
chr11,3079510,3080460,Limk2
chr11,3065680,3068180,Rnf185
chr11,3068380,3070000,Rnf185
chr11,3073210,3074590,Rnf185
chr11,3051870,3053430,Smtn
chr11,3060140,3062120,Smtn
chr11,3068380,3070000,Smtn
chr11,3070700,3073130,Smtn
chr11,3073210,3074590,Smtn
chr11,3075010,3077420,Smtn
chr11,3077520,3079390,Smtn
chr11,3084200,3086060,Smtn
chr11,3086130,3087240,Smtn
chr11,3090870,3093360,Smtn
chr11,3079510,3080460,Smtn
chr11,4095290,4096410,4921536K21Rik
chr11,4097230,4098460,Dusp18
chr11,4097230,4098460,Tcn2
chr11,4168360,4168620,Tcn2
chr11,4188160,4190150,Tcn2
chr11,4095290,4096410,Tcn2
chr11,4097230,4098460,Gm11954
chr11,4168360,4168620,Gm11954
chr11,4188160,4190150,Gm11954
chr11,4095290,4096410,Gm11954
chr11,4097230,4098460,Gm11957
chr11,4168360,4168620,Gm11957
chr11,4188160,4190150,Gm11957
chr11,4097230,4098460,Rnf215
chr11,4168360,4168620,Rnf215
chr11,4188160,4190150,Rnf215
chr11,4095290,4096410,Rnf215
chr11,4097230,4098460,Ccdc157
chr11,4168360,4168620,Ccdc157
chr11,4188160,4190150,Ccdc157
chr11,4097230,4098460,Sf3a1
chr11,4188160,4190150,Sf3a1
chr11,4095290,4096410,Sf3a1
chr11,4097230,4098460,Tbc1d10a
chr11,4168360,4168620,Tbc1d10a
chr11,4188160,4190150,Tbc1d10a
chr11,4097230,4098460,Gm11956
chr11,4168360,4168620,Gm11956
chr11,4188160,4190150,Gm11956
chr11,4095290,4096410,Gm11956
chr11,4097230,4098460,Osm
chr11,4168360,4168620,Osm
chr11,4188160,4190150,Osm
chr11,4095290,4096410,Osm
chr11,4097230,4098460,Lif
chr11,4168360,4168620,Lif
chr11,4188160,4190150,Lif
chr11,4095290,4096410,Lif
chr11,4097230,4098460,Gm11960
chr11,4684560,4685630,Gm11960
chr11,4095290,4096410,Gm11960
chr11,4188160,4190150,Gm11032
chr11,4684560,4685630,Gm11032
chr11,4168360,4168620,Ascc2
chr11,4188160,4190150,Ascc2
chr11,4684560,4685630,Ascc2
chr11,4684560,4685630,Uqcr10
chr11,4684560,4685630,Cabp7
chr11,4684560,4685630,Nf2
chr11,4684560,4685630,Thoc5
chr11,4684560,4685630,AA413626
chr11,5051580,5052120,AA413626
chr11,4684560,4685630,Nefh
chr11,5051580,5052120,Ap1b1
chr11,4684560,4685630,Rasl10a
chr11,5048820,5050260,Rasl10a
chr11,5051580,5052120,Rasl10a
chr11,5077090,5077970,Rasl10a
chr11,5048820,5050260,Gas2l1
chr11,5051580,5052120,Gas2l1
chr11,5077090,5077970,Gas2l1
chr11,5051580,5052120,Rhbdd3
chr11,5077090,5077970,Rhbdd3
chr11,4684560,4685630,Ewsr1
chr11,5048820,5050260,Ewsr1
chr11,5051580,5052120,Ewsr1
chr11,5068240,5070540,Ewsr1
chr11,5077090,5077970,Ewsr1
chr11,5048820,5050260,Emid1
chr11,5068240,5070540,Emid1
chr11,5077090,5077970,Emid1
chr11,5408370,5410640,Emid1
chr11,5048820,5050260,Kremen1
chr11,5051580,5052120,Kremen1
chr11,5068240,5070540,Kremen1
chr11,5077090,5077970,Kremen1
chr11,5401610,5403880,Kremen1
chr11,5408370,5410640,Kremen1
chr11,5401610,5403880,Znrf3
chr11,5408370,5410640,Znrf3
chr11,5401610,5403880,Gm11962
chr11,5408370,5410640,Gm11962
chr11,5401610,5403880,Xbp1
chr11,5408370,5410640,Xbp1
chr11,5401610,5403880,Ccdc117
chr11,5408370,5410640,Ccdc117
chr11,5734810,5735410,Ccdc117
chr11,5733380,5734740,Ccdc117
chr11,5734810,5735410,Mrps24
chr11,5735800,5736190,Mrps24
chr11,5917840,5919280,Mrps24
chr11,5734810,5735410,2210015D19Rik
chr11,5735800,5736190,2210015D19Rik
chr11,5920310,5922700,2210015D19Rik
chr11,5733380,5734740,2210015D19Rik
chr11,5401610,5403880,Urgcp
chr11,5408370,5410640,Urgcp
chr11,5734810,5735410,Urgcp
chr11,5735800,5736190,Urgcp
chr11,5733380,5734740,Urgcp
chr11,5734810,5735410,Dbnl
chr11,5920310,5922700,Dbnl
chr11,5733380,5734740,Dbnl
chr11,5408370,5410640,Pgam2
chr11,5734810,5735410,Pgam2
chr11,5735800,5736190,Pgam2
chr11,5733380,5734740,Pgam2
chr11,5734810,5735410,Polm
chr11,5733380,5734740,Polm
chr11,5401610,5403880,Aebp1
chr11,5408370,5410640,Aebp1
chr11,5734810,5735410,Aebp1
chr11,5917840,5919280,Aebp1
chr11,5920310,5922700,Aebp1
chr11,6074460,6076560,Aebp1
chr11,6083980,6085090,Aebp1
chr11,5733380,5734740,Aebp1
chr11,6077860,6079880,Aebp1
chr11,5408370,5410640,Pold2
chr11,5734810,5735410,Pold2
chr11,5735800,5736190,Pold2
chr11,5917840,5919280,Pold2
chr11,5920310,5922700,Pold2
chr11,6074460,6076560,Pold2
chr11,6083980,6085090,Pold2
chr11,5733380,5734740,Pold2
chr11,5917840,5919280,Ykt6
chr11,5920310,5922700,Ykt6
chr11,5917840,5919280,Camk2b
chr11,5920310,5922700,Camk2b
chr11,6074460,6076560,Camk2b
chr11,6083980,6085090,Camk2b
chr11,5733380,5734740,Camk2b
chr11,6077860,6079880,Camk2b
chr11,5734810,5735410,Rps15a-ps6
chr11,5735800,5736190,Rps15a-ps6
chr11,5917840,5919280,Rps15a-ps6
chr11,5920310,5922700,Rps15a-ps6
chr11,6074460,6076560,Rps15a-ps6
chr11,6083980,6085090,Rps15a-ps6
chr11,5733380,5734740,Rps15a-ps6
chr11,6077860,6079880,Rps15a-ps6
chr11,5734810,5735410,Gm11969
chr11,5735800,5736190,Gm11969
chr11,5917840,5919280,Gm11969
chr11,5920310,5922700,Gm11969
chr11,6074460,6076560,Gm11969
chr11,6083980,6085090,Gm11969
chr11,5733380,5734740,Gm11969
chr11,6077860,6079880,Gm11969
chr11,5734810,5735410,Nudcd3
chr11,5735800,5736190,Nudcd3
chr11,5920310,5922700,Nudcd3
chr11,6074460,6076560,Nudcd3
chr11,6083980,6085090,Nudcd3
chr11,5733380,5734740,Nudcd3
chr11,6077860,6079880,Nudcd3
chr11,6083980,6085090,Npc1l1
chr11,5917840,5919280,Ddx56
chr11,5920310,5922700,Ddx56
chr11,6074460,6076560,Ddx56
chr11,6083980,6085090,Ddx56
chr11,6077860,6079880,Ddx56
chr11,5920310,5922700,Tmed4
chr11,6074460,6076560,Tmed4
chr11,6083980,6085090,Tmed4
chr11,6077860,6079880,Tmed4
chr11,5920310,5922700,Ogdh
chr11,6074460,6076560,Ogdh
chr11,6083980,6085090,Ogdh
chr11,6077860,6079880,Ogdh
chr11,5917840,5919280,Zmiz2
chr11,5920310,5922700,Zmiz2
chr11,6074460,6076560,Zmiz2
chr11,6083980,6085090,Zmiz2
chr11,6077860,6079880,Zmiz2
chr11,6074460,6076560,Ppia
chr11,6083980,6085090,Ppia
chr11,6560230,6562660,Ppia
chr11,6560230,6562660,Gm11972
chr11,6074460,6076560,Ccm2
chr11,6083980,6085090,Ccm2
chr11,6560230,6562660,Ccm2
chr11,6560230,6562660,Wap
chr11,8523710,8525000,Tns3
chr11,8523710,8525000,Gm11991
chr11,11421750,11422790,4930512M02Rik
chr11,11463670,11466000,4930512M02Rik
chr11,11771150,11773130,4930512M02Rik
chr11,11421750,11422790,Ikzf1
chr11,11463670,11466000,Ikzf1
chr11,11771150,11773130,Ikzf1
chr11,11421750,11422790,Fignl1
chr11,11463670,11466000,Fignl1
chr11,11771150,11773130,Fignl1
chr11,11771150,11773130,Ddc
chr11,18231570,18232460,Gm12021
chr11,18231570,18232460,Gm12024
chr11,19824950,19827210,Spred2
chr11,19838490,19840380,Spred2
chr11,19865710,19867480,Spred2
chr11,19868780,19870500,Spred2
chr11,19877610,19877990,Spred2
chr11,20363620,20365340,Spred2
chr11,19824950,19827210,Actr2
chr11,19838490,19840380,Actr2
chr11,19865710,19867480,Actr2
chr11,19868780,19870500,Actr2
chr11,19877610,19877990,Actr2
chr11,20368260,20370610,Actr2
chr11,20363620,20365340,Actr2
chr11,19824950,19827210,Rab1
chr11,19838490,19840380,Rab1
chr11,19868780,19870500,Rab1
chr11,19877610,19877990,Rab1
chr11,20368260,20370610,Rab1
chr11,20368260,20370610,Cep68
chr11,20363620,20365340,Cep68
chr11,20368260,20370610,Gm12034
chr11,20363620,20365340,Gm12034
chr11,20368260,20370610,Sertad2
chr11,20363620,20365340,Sertad2
chr11,20363620,20365340,Gm12035
chr11,22662140,22663460,Gm12058
chr11,22666180,22666800,Gm12058
chr11,22682260,22684690,Gm12058
chr11,22693280,22695080,Gm12058
chr11,22714960,22717030,Gm12058
chr11,22747720,22748270,Gm12058
chr11,22592230,22594360,Gm12058
chr11,22662140,22663460,Gm12057
chr11,22666180,22666800,Gm12057
chr11,22682260,22684690,Gm12057
chr11,22693280,22695080,Gm12057
chr11,22747720,22748270,Gm12057
chr11,22592230,22594360,Gm12057
chr11,22662140,22663460,B3gnt2
chr11,22666180,22666800,B3gnt2
chr11,22682260,22684690,B3gnt2
chr11,22693280,22695080,B3gnt2
chr11,22714960,22717030,B3gnt2
chr11,22747720,22748270,B3gnt2
chr11,22592230,22594360,B3gnt2
chr11,22662140,22663460,Zrsr1
chr11,22714960,22717030,Zrsr1
chr11,22747720,22748270,Zrsr1
chr11,22747720,22748270,Cct4
chr11,23745800,23747120,Ahsa2
chr11,23745800,23747120,Pus10
chr11,23745800,23747120,Pex13
chr11,23745800,23747120,Rel
chr11,23745800,23747120,Papolg
chr11,24084760,24085790,Bcl11a
chr11,24142070,24144160,Bcl11a
chr11,24152080,24152490,Bcl11a
chr11,24100100,24101540,Bcl11a
chr11,30060330,30062360,Spnb2
chr11,32461500,32462370,Hbq1b
chr11,32458870,32459240,Hbq1a
chr11,32461500,32462370,Hbq1a
chr11,32458870,32459240,Efcab9
chr11,32461500,32462370,Efcab9
chr11,32458870,32459240,Stk10
chr11,32461500,32462370,Stk10
chr11,34495060,34496140,Fam196b
chr11,34495060,34496140,Dock2
chr11,35691520,35692510,Pank3
chr11,35691520,35692510,Rars
chr11,43157600,43159280,Pttg1
chr11,43171460,43172820,Pttg1
chr11,43157600,43159280,Slu7
chr11,43171460,43172820,Slu7
chr11,43157600,43159280,4933415A04Rik
chr11,43171460,43172820,4933415A04Rik
chr11,44341210,44343220,Rnf145
chr11,44387540,44388900,Rnf145
chr11,44341210,44343220,Ebf1
chr11,44387540,44388900,Ebf1
chr11,46118170,46120180,Nipal4
chr11,46122390,46123390,Nipal4
chr11,46123400,46125430,Nipal4
chr11,46155980,46157970,Nipal4
chr11,46118170,46120180,C030019I05Rik
chr11,46122390,46123390,C030019I05Rik
chr11,46123400,46125430,C030019I05Rik
chr11,46155980,46157970,C030019I05Rik
chr11,46191720,46192500,C030019I05Rik
chr11,46193100,46194670,C030019I05Rik
chr11,46118170,46120180,Gm12568
chr11,46122390,46123390,Gm12568
chr11,46123400,46125430,Gm12568
chr11,46155980,46157970,Gm12568
chr11,46191720,46192500,Gm12568
chr11,46193100,46194670,Gm12568
chr11,46118170,46120180,Cyfip2
chr11,46122390,46123390,Cyfip2
chr11,46123400,46125430,Cyfip2
chr11,46155980,46157970,Cyfip2
chr11,46191720,46192500,Cyfip2
chr11,46193100,46194670,Cyfip2
chr11,46118170,46120180,Med7
chr11,46122390,46123390,Med7
chr11,46123400,46125430,Med7
chr11,46155980,46157970,Med7
chr11,46191720,46192500,Med7
chr11,46193100,46194670,Med7
chr11,46118170,46120180,Gm12168
chr11,46122390,46123390,Gm12168
chr11,46123400,46125430,Gm12168
chr11,46155980,46157970,Gm12168
chr11,46191720,46192500,Gm12168
chr11,46193100,46194670,Gm12168
chr11,48790690,48792540,Trim7
chr11,48864530,48864640,Gm5431
chr11,48864740,48866840,Gm5431
chr11,48790690,48792540,Gm5431
chr11,48790690,48792540,Psme2b-ps
chr11,48864530,48864640,Olfr56
chr11,48864740,48866840,Olfr56
chr11,48864530,48864640,Gm12185
chr11,48790690,48792540,Gm12185
chr11,48862350,48864230,Tgtp1
chr11,48864530,48864640,Tgtp1
chr11,48864740,48866840,Tgtp1
chr11,48790690,48792540,Tgtp1
chr11,48862350,48864230,9930111J21Rik2
chr11,48864530,48864640,9930111J21Rik2
chr11,48790690,48792540,9930111J21Rik2
chr11,48862350,48864230,Tgtp2
chr11,48864530,48864640,Tgtp2
chr11,48864740,48866840,Tgtp2
chr11,48790690,48792540,Tgtp2
chr11,48862350,48864230,Gm12187
chr11,48864530,48864640,Gm12187
chr11,48864740,48866840,Gm12187
chr11,48790690,48792540,Gm12187
chr11,48864530,48864640,Ifi47
chr11,48862350,48864230,Gm12188
chr11,48864530,48864640,Gm12188
chr11,48864740,48866840,Gm12188
chr11,48862350,48864230,Btnl9
chr11,48864530,48864640,Btnl9
chr11,48790690,48792540,Btnl9
chr11,48862350,48864230,Zfp62
chr11,49732490,49733660,1700024J04Rik
chr11,49732490,49733660,Gm12191
chr11,49732490,49733660,Gm12192
chr11,49732490,49733660,Mapk9
chr11,49732490,49733660,Tbc1d9b
chr11,49732490,49733660,Mgat4b
chr11,51268840,51269470,Agxt2l2
chr11,51364660,51365470,Agxt2l2
chr11,51458030,51458670,Agxt2l2
chr11,51459770,51461340,Agxt2l2
chr11,51363220,51364630,Agxt2l2
chr11,51268840,51269470,Hnrnpab
chr11,51364660,51365470,Hnrnpab
chr11,51458030,51458670,Hnrnpab
chr11,51459770,51461340,Hnrnpab
chr11,51747050,51749050,Hnrnpab
chr11,51363220,51364630,Hnrnpab
chr11,51756100,51757270,Hnrnpab
chr11,51364660,51365470,Nhp2
chr11,51458030,51458670,Nhp2
chr11,51459770,51461340,Nhp2
chr11,51363220,51364630,Nhp2
chr11,51268840,51269470,Rmnd5b
chr11,51364660,51365470,Rmnd5b
chr11,51458030,51458670,Rmnd5b
chr11,51459770,51461340,Rmnd5b
chr11,51363220,51364630,Rmnd5b
chr11,51268840,51269470,N4bp3
chr11,51364660,51365470,N4bp3
chr11,51458030,51458670,N4bp3
chr11,51459770,51461340,N4bp3
chr11,51363220,51364630,N4bp3
chr11,51756100,51757270,N4bp3
chr11,51268840,51269470,D930048N14Rik
chr11,51364660,51365470,D930048N14Rik
chr11,51458030,51458670,D930048N14Rik
chr11,51459770,51461340,D930048N14Rik
chr11,51747050,51749050,D930048N14Rik
chr11,51363220,51364630,D930048N14Rik
chr11,51756100,51757270,D930048N14Rik
chr11,51458030,51458670,0610009B22Rik
chr11,51459770,51461340,0610009B22Rik
chr11,51747050,51749050,0610009B22Rik
chr11,51363220,51364630,0610009B22Rik
chr11,51756100,51757270,0610009B22Rik
chr11,51458030,51458670,Sec24a
chr11,51459770,51461340,Sec24a
chr11,51747050,51749050,Sec24a
chr11,51756100,51757270,Sec24a
chr11,51458030,51458670,Sar1b
chr11,51756100,51757270,Sar1b
chr11,51458030,51458670,Phf15
chr11,51459770,51461340,Phf15
chr11,51747050,51749050,Phf15
chr11,51756100,51757270,Phf15
chr11,51747050,51749050,Cdkn2aipnl
chr11,51756100,51757270,Cdkn2aipnl
chr11,51747050,51749050,Ube2b
chr11,51756100,51757270,Ube2b
chr11,51747050,51749050,Cdkl3
chr11,51756100,51757270,Cdkl3
chr11,51747050,51749050,Ppp2ca
chr11,52081620,52083570,Skp1a
chr11,52081620,52083570,Tcf7
chr11,52081620,52083570,Vdac1
chr11,52081620,52083570,Gm12208
chr11,53612300,53614780,Gm9945
chr11,53616000,53618140,Gm9945
chr11,53612300,53614780,Il4
chr11,53612300,53614780,Rps2-ps4
chr11,53616000,53618140,Rps2-ps4
chr11,53612300,53614780,Rad50
chr11,53616000,53618140,Rad50
chr11,53612300,53614780,Il5
chr11,53612300,53614780,Gm12213
chr11,53616000,53618140,Gm12213
chr11,53612300,53614780,Irf1
chr11,53616000,53618140,Irf1
chr11,53612300,53614780,Gm17334
chr11,53616000,53618140,Gm17334
chr11,53612300,53614780,Gm12216
chr11,53612300,53614780,Slc22a5
chr11,53616000,53618140,Slc22a5
chr11,53953070,53954950,Slc22a5
chr11,53612300,53614780,Gm12219
chr11,53616000,53618140,Gm12219
chr11,53953070,53954950,Gm12219
chr11,53612300,53614780,P4ha2
chr11,53616000,53618140,P4ha2
chr11,53953070,53954950,P4ha2
chr11,53953070,53954950,Fnip1
chr11,54547100,54547520,Cdc42se2
chr11,54547100,54547520,Hint1
chr11,54547100,54547520,Gm12230
chr11,54547100,54547520,Tnip1
chr11,54547100,54547520,Ccdc69
chr11,54547100,54547520,Gm2a
chr11,57709100,57709350,Sap30l
chr11,57709100,57709350,Larp1
chr11,57709100,57709350,Gemin5
chr11,58795720,58796750,Trim58
chr11,58795720,58796750,Btnl10
chr11,58795720,58796750,Rnf187
chr11,58795720,58796750,Hist3h2ba
chr11,58795720,58796750,Hist3h2bb-ps
chr11,58795720,58796750,Hist3h2a
chr11,58795720,58796750,Trim17
chr11,58795720,58796750,Gm12260
chr11,58795720,58796750,Trim11
chr11,58795720,58796750,A230051G13Rik
chr11,58795720,58796750,Guk1
chr11,59315150,59316420,Guk1
chr11,58795720,58796750,Mrpl55
chr11,59315150,59316420,Mrpl55
chr11,59235150,59236550,2310033P09Rik
chr11,59235150,59236550,Gm10434
chr11,59234100,59235020,Arf1
chr11,59234100,59235020,Wnt9a
chr11,59234100,59235020,Jmjd4
chr11,59235150,59236550,Jmjd4
chr11,59315150,59316420,Jmjd4
chr11,59234100,59235020,Snap47
chr11,59235150,59236550,Snap47
chr11,59234100,59235020,Zfp867
chr11,59235150,59236550,Zfp867
chr11,59315150,59316420,Zfp867
chr11,59234100,59235020,Zkscan17
chr11,59235150,59236550,Zkscan17
chr11,59315150,59316420,Zkscan17
chr11,59315150,59316420,Nlrp3
chr11,59315150,59316420,Mprip
chr11,59315150,59316420,Pld6
chr11,59903710,59905060,Pld6
chr11,59903710,59905060,Nt5m
chr11,59903710,59905060,Med9
chr11,59903710,59905060,Rasd1
chr11,59903710,59905060,Pemt
chr11,59903710,59905060,Rai1
chr11,59918890,59920930,Rai1
chr11,60022350,60024610,Rai1
chr11,59903710,59905060,Srebf1
chr11,59918890,59920930,Srebf1
chr11,60022350,60024610,Srebf1
chr11,60022350,60024610,Atpaf2
chr11,60022350,60024610,Gm12268
chr11,60022350,60024610,Myo15
chr11,60022350,60024610,Alkbh5
chr11,60936030,60937120,Top3a
chr11,60936030,60937120,Shmt1
chr11,60972860,60974070,Shmt1
chr11,60974170,60974810,Shmt1
chr11,60936030,60937120,Dhrs7b
chr11,60936030,60937120,Gm16515
chr11,60972860,60974070,Gm16515
chr11,60974170,60974810,Gm16515
chr11,60936030,60937120,Map2k3
chr11,60972860,60974070,Map2k3
chr11,60974170,60974810,Map2k3
chr11,60936030,60937120,Tnfrsf13b
chr11,60972860,60974070,Tnfrsf13b
chr11,60974170,60974810,Tnfrsf13b
chr11,61122430,61123460,Tnfrsf13b
chr11,61123530,61124230,Tnfrsf13b
chr11,60974170,60974810,Usp22
chr11,61122430,61123460,Usp22
chr11,61123530,61124230,Usp22
chr11,60936030,60937120,Gm12270
chr11,60972860,60974070,Gm12270
chr11,60974170,60974810,Gm12270
chr11,61122430,61123460,Gm12270
chr11,61123530,61124230,Gm12270
chr11,60936030,60937120,Aldh3a2
chr11,61122430,61123460,Aldh3a2
chr11,61123530,61124230,Aldh3a2
chr11,61123530,61124230,Slc47a2
chr11,61122430,61123460,B9d1
chr11,61123530,61124230,B9d1
chr11,61122430,61123460,Grap
chr11,61123530,61124230,Grap
chr11,61961170,61963010,Ulk2
chr11,61961170,61963010,Akap10
chr11,61961170,61963010,Gm12274
chr11,61961170,61963010,Zswim7
chr11,62388100,62388540,Zswim7
chr11,61961170,61963010,Ttc19
chr11,61961170,61963010,Gm12276
chr11,62388100,62388540,Gm12276
chr11,62388100,62388540,Ncor1
chr11,62634500,62636900,Ncor1
chr11,62388100,62388540,Cenpv
chr11,62388100,62388540,Ubb
chr11,62634500,62636900,Ubb
chr11,62388100,62388540,Trpv2
chr11,62388100,62388540,BC046404
chr11,62388100,62388540,Mmgt2
chr11,62634500,62636900,Zfp287
chr11,62388100,62388540,Gm12282
chr11,62634500,62636900,Gm12282
chr11,62388100,62388540,Zfp286
chr11,62634500,62636900,Zfp286
chr11,62388100,62388540,Trim16
chr11,62634500,62636900,Trim16
chr11,67391560,67391940,Myh8
chr11,67394050,67396370,Myh8
chr11,67416730,67418510,Myh8
chr11,67394050,67396370,Gas7
chr11,67416730,67418510,Gas7
chr11,68264610,68265320,Gm12304
chr11,68264610,68265320,Pik3r5
chr11,68413530,68415450,Pik3r5
chr11,68532240,68533350,Pik3r5
chr11,68264610,68265320,Pik3r6
chr11,68413530,68415450,Pik3r6
chr11,68532240,68533350,Pik3r6
chr11,68264610,68265320,Mfsd6l
chr11,68532240,68533350,Myh10
chr11,68413530,68415450,Arhgef15
chr11,68413530,68415450,Slc25a35
chr11,68532240,68533350,Slc25a35
chr11,68532240,68533350,Rangrf
chr11,68532240,68533350,Vamp2
chr11,70617110,70617750,Mink1
chr11,70625340,70625970,Mink1
chr11,70617110,70617750,Gp1ba
chr11,70617110,70617750,Rnf167
chr11,70625340,70625970,Rnf167
chr11,70617110,70617750,Slc25a11
chr11,70617110,70617750,Pfn1
chr11,70625340,70625970,Pfn1
chr11,70617110,70617750,Eno3
chr11,70617110,70617750,Spag7
chr11,70625340,70625970,Spag7
chr11,70617110,70617750,Camta2
chr11,70625340,70625970,Camta2
chr11,70617110,70617750,Kif1c
chr11,70617110,70617750,Zfp3
chr11,70625340,70625970,Zfp3
chr11,70617110,70617750,Rabep1
chr11,70625340,70625970,Rabep1
chr11,70617110,70617750,Rpl23a-ps2
chr11,70617110,70617750,Gm12322
chr11,70617110,70617750,Nup88
chr11,70625340,70625970,Nup88
chr11,70617110,70617750,Rpain
chr11,70617110,70617750,C1qbp
chr11,70625340,70625970,C1qbp
chr11,70617110,70617750,Dhx33
chr11,70617110,70617750,Derl2
chr11,70625340,70625970,Derl2
chr11,72220490,72222330,Aipl1
chr11,72220490,72222330,4933427D14Rik
chr11,72220490,72222330,Txndc17
chr11,72220490,72222330,Med31
chr11,72279380,72281760,Xaf1
chr11,72279380,72281760,Smtnl2
chr11,72220490,72222330,Smtnl2
chr11,72279380,72281760,Mybbp1a
chr11,72220490,72222330,Mybbp1a
chr11,72279380,72281760,Spns2
chr11,72220490,72222330,Spns2
chr11,72279380,72281760,Spns3
chr11,72220490,72222330,Spns3
chr11,72279380,72281760,Ube2g1
chr11,72220490,72222330,Ube2g1
chr11,72279380,72281760,Ankfy1
chr11,72736680,72738130,Ankfy1
chr11,72836560,72839030,Ankfy1
chr11,72220490,72222330,Ankfy1
chr11,72774970,72776880,Cyb5d2
chr11,72774970,72776880,Zzef1
chr11,72774970,72776880,Gm6733
chr11,72736680,72738130,Atp2a3
chr11,72774970,72776880,Atp2a3
chr11,72836560,72839030,Atp2a3
chr11,72774970,72776880,1200014J11Rik
chr11,72836560,72839030,1200014J11Rik
chr11,72836560,72839030,Itgae
chr11,72836560,72839030,P2rx5
chr11,72836560,72839030,Tmem93
chr11,72774970,72776880,Tax1bp3
chr11,72836560,72839030,Tax1bp3
chr11,72836560,72839030,Ctns
chr11,72836560,72839030,Aspa
chr11,74997790,74999280,Mettl16
chr11,74997790,74999280,Tsr1
chr11,74997790,74999280,Smg6
chr11,74997790,74999280,Gm12334
chr11,74997790,74999280,Hic1
chr11,74997790,74999280,Ovca2
chr11,75222640,75223530,Ovca2
chr11,75223890,75224330,Ovca2
chr11,75229230,75229730,Ovca2
chr11,74997790,74999280,Dph1
chr11,74997790,74999280,Rtn4rl1
chr11,74997790,74999280,Rpa1
chr11,75222640,75223530,Rpa1
chr11,75223890,75224330,Rpa1
chr11,75228620,75229070,Rpa1
chr11,75229230,75229730,Rpa1
chr11,74997790,74999280,Serpinf1
chr11,75222640,75223530,Serpinf1
chr11,75223890,75224330,Serpinf1
chr11,75228620,75229070,Serpinf1
chr11,75229230,75229730,Serpinf1
chr11,75374490,75376270,Serpinf1
chr11,75222640,75223530,Serpinf2
chr11,75223890,75224330,Serpinf2
chr11,75228620,75229070,Serpinf2
chr11,75229230,75229730,Serpinf2
chr11,75222640,75223530,Wdr81
chr11,75223890,75224330,Wdr81
chr11,75228620,75229070,Wdr81
chr11,75229230,75229730,Wdr81
chr11,75374490,75376270,Wdr81
chr11,74997790,74999280,Tlcd2
chr11,75222640,75223530,Tlcd2
chr11,75223890,75224330,Tlcd2
chr11,75228620,75229070,Tlcd2
chr11,75229230,75229730,Tlcd2
chr11,75374490,75376270,Tlcd2
chr11,75222640,75223530,Prpf8
chr11,75223890,75224330,Prpf8
chr11,75228620,75229070,Prpf8
chr11,75229230,75229730,Prpf8
chr11,75374490,75376270,Prpf8
chr11,75229230,75229730,Rilp
chr11,75374490,75376270,Scarf1
chr11,75222640,75223530,Slc43a2
chr11,75223890,75224330,Slc43a2
chr11,75228620,75229070,Slc43a2
chr11,75229230,75229730,Slc43a2
chr11,75374490,75376270,Slc43a2
chr11,75374490,75376270,Pitpna
chr11,75374490,75376270,Gm12338
chr11,75374490,75376270,Inpp5k
chr11,75222640,75223530,Myo1c
chr11,75223890,75224330,Myo1c
chr11,75228620,75229070,Myo1c
chr11,75229230,75229730,Myo1c
chr11,75374490,75376270,Myo1c
chr11,75374490,75376270,Crk
chr11,75374490,75376270,Ywhae
chr11,76406420,76408400,Timm22
chr11,76406420,76408400,Abr
chr11,76406420,76408400,Blmh
chr11,77700240,77701930,Nufip2
chr11,77700240,77701930,Myo18a
chr11,77700240,77701930,Pipox
chr11,77700240,77701930,Phf12
chr11,77984030,77984110,Flot2
chr11,77700240,77701930,Eral1
chr11,77982950,77983870,Eral1
chr11,77984030,77984110,Eral1
chr11,77982950,77983870,Gm12571
chr11,77984030,77984110,Gm12571
chr11,77982950,77983870,Traf4
chr11,77984030,77984110,Traf4
chr11,77700240,77701930,Nek8
chr11,77982950,77983870,Nek8
